Fecha,Movimiento,Material,Texto de material,Tipo,Terminado,Semana,Mes,Cantidad
45688,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,5,ene,230
45688,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,5,ene,230
45688,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,5,ene,0.424
45688,531,134307M1, CHAMBARETE,Subproducto,MILANESA,5,ene,1929
45688,101,134327M1,MILANESA,Terminado,MILANESA,5,ene,15740.8
45688,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,5,ene,20134.5
45688,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,5,ene,36.975
45688,531,134603M5,GRASA,Subproducto,MILANESA,5,ene,348.2
45688,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,5,ene,1089.7
45688,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,5,ene,1026.8
45688,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,5,ene,1778.5
45688,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,5,ene,1778.5
45688,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,5,ene,22.5
45689,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,5,feb,2134.4
45689,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,5,feb,2589.1
45689,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,5,feb,24.9
45689,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,5,feb,142.2
45689,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,5,feb,312.5
45689,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,5,feb,1715.5
45689,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,5,feb,1715.5
45689,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,5,feb,16.5
45689,531,132000M5,DECOMISO,Subproducto,MILANESA,5,feb,9.2
45689,531,134307M1, CHAMBARETE,Subproducto,MILANESA,5,feb,482.9
45689,101,134327M1,MILANESA,Terminado,MILANESA,5,feb,5136.7
45689,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,5,feb,6274.6
45689,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,5,feb,5
45689,531,134603M5,GRASA,Subproducto,MILANESA,5,feb,181.1
45689,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,5,feb,471.9
45689,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,5,feb,60
45689,531,132000M5,DECOMISO,Subproducto,MILANESA,5,feb,42.2
45689,531,134307M1, CHAMBARETE,Subproducto,MILANESA,5,feb,304.3
45689,101,134327M1,MILANESA,Terminado,MILANESA,5,feb,4363.6
45689,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,5,feb,5240.6
45689,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,5,feb,55.4
45689,531,134603M5,GRASA,Subproducto,MILANESA,5,feb,148.1
45689,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,5,feb,205.1
45689,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,5,feb,177.3
45689,261,134372G5,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,5,feb,6279.9
45689,261,134372G5,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,5,feb,106.1
45689,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,5,feb,6133.1
45689,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,5,feb,146.8
45691,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,6,feb,104.8
45691,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,6,feb,132.4
45691,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,30.9
45691,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,206.3
45691,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,21.5
45691,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,6,feb,1673.1
45691,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,6,feb,2015.4
45691,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,6,feb,1
45691,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,6,feb,115.5
45691,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,6,feb,287.3
45691,531,134307M1, CHAMBARETE,Subproducto,MILANESA,6,feb,59.3
45691,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,601
45691,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,717.4
45691,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,93.6
45691,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,28.3
45691,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,28.8
45691,531,132000M5,DECOMISO,Subproducto,MILANESA,6,feb,38.4
45691,531,134307M1, CHAMBARETE,Subproducto,MILANESA,6,feb,1233.2
45691,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,10000.3
45691,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,13123.7
45691,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,10.7
45691,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,118
45691,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,922.6
45691,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,6,feb,841.5
45691,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,4359.1
45691,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,56.3
45691,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,6,feb,4181.3
45691,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,6,feb,177.8
45691,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,6,feb,2062.2
45691,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,6,feb,1033
45691,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,6,feb,1029.2
45691,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,6,feb,31.8
45692,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,6,feb,1142.9
45692,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,6,feb,1380.6
45692,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,6,feb,12.4
45692,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,6,feb,56
45692,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,6,feb,196.7
45692,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,6,feb,878.3
45692,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,6,feb,878.3
45692,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,6,feb,4.3
45692,531,132000M5,DECOMISO,Subproducto,MILANESA,6,feb,31.6
45692,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,3961.7
45692,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,4853.9
45692,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,89.7
45692,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,137.3
45692,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,267.3
45692,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,6,feb,456
45692,531,132000M5,DECOMISO,Subproducto,MILANESA,6,feb,2.8
45692,531,134307M1, CHAMBARETE,Subproducto,MILANESA,6,feb,630.7
45692,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,8142.2
45692,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,9494.6
45692,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,15
45692,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,196.3
45692,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,500.9
45692,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,6,feb,112.9
45692,261,134372G5,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,3815.7
45692,261,134372G5,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,201.3
45692,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,6,feb,3728
45692,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,6,feb,87.7
45692,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,6,feb,938.8
45692,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,6,feb,938.8
45692,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,6,feb,29.2
45692,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,467.8
45692,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,29.2
45692,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,6,feb,474.3
45692,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,6,feb,84
45693,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,6,feb,78.5
45693,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,132.8
45693,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,210.9
45693,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,4.4
45693,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,6,feb,265.2
45693,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,6,feb,1881.4
45693,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,6,feb,1881.4
45693,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,6,feb,34
45693,531,134307M1, CHAMBARETE,Subproducto,MILANESA,6,feb,161.6
45693,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,1242.7
45693,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,1514.7
45693,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,42.3
45693,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,30.4
45693,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,80
45693,531,134307M1, CHAMBARETE,Subproducto,MILANESA,6,feb,853.9
45693,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,15883.6
45693,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,2806
45693,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,16025.6
45693,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,106.8
45693,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,481.3
45693,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,994.8
45693,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,6,feb,618
45693,261,134372G5,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,4212.8
45693,261,134372G5,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,103.6
45693,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,6,feb,4067.7
45693,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,6,feb,145.1
45694,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,6,feb,101.1
45694,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,188.9
45694,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,245.5
45694,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,6,feb,333.3
45694,531,132000M5,DECOMISO,Subproducto,ESPALDILLA REJALADA,6,feb,26.2
45694,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,6,feb,1587.8
45694,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,6,feb,1962.6
45694,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,6,feb,56.4
45694,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,6,feb,292.2
45694,531,132000M5,DECOMISO,Subproducto,MILANESA,6,feb,27
45694,531,134307M1, CHAMBARETE,Subproducto,MILANESA,6,feb,1035.8
45694,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,9031.1
45694,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,11615.8
45694,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,71.2
45694,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,114.7
45694,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,713.3
45694,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,6,feb,693.9
45694,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,6,feb,2029.2
45694,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,6,feb,2029.2
45694,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,6,feb,41.8
45694,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,4798.1
45694,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,93.7
45694,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,6,feb,4617.2
45694,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,6,feb,180.9
45694,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,6,feb,134.6
45694,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,6,feb,249.7
45694,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,139.9
45694,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,138.7
45694,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,105.7
45694,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,2.8
45695,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,6,feb,30.6
45695,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,6,feb,47.8
45695,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,78.4
45695,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,1.2
45695,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,6,feb,1560.5
45695,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,6,feb,1948.5
45695,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,6,feb,11.1
45695,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,6,feb,158.5
45695,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,6,feb,244.8
45695,531,134307M1, CHAMBARETE,Subproducto,MILANESA,6,feb,502.7
45695,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,4999.5
45695,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,6142.4
45695,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,67.2
45695,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,139
45695,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,501.2
45695,531,134307M1, CHAMBARETE,Subproducto,MILANESA,6,feb,964.7
45695,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,7999.1
45695,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,10348.9
45695,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,5.7
45695,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,169.3
45695,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,526
45695,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,6,feb,689.8
45696,531,132000M5,DECOMISO,Subproducto,ESPALDILLA REJALADA,6,feb,22.1
45696,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,6,feb,2178
45696,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,6,feb,2586.4
45696,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,6,feb,63.6
45696,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,6,feb,57.9
45696,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,6,feb,328.4
45696,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,6,feb,1985
45696,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,6,feb,1985
45696,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,6,feb,13
45696,531,132000M5,DECOMISO,Subproducto,MILANESA,6,feb,16.4
45696,531,134307M1, CHAMBARETE,Subproducto,MILANESA,6,feb,241.8
45696,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,2749.6
45696,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,3195.9
45696,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,27.3
45696,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,81.7
45696,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,106.4
45696,531,134307M1, CHAMBARETE,Subproducto,MILANESA,6,feb,258.8
45696,101,134327M1,MILANESA,Terminado,MILANESA,6,feb,2175.6
45696,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,2836.9
45696,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,6,feb,151.1
45696,531,134603M5,GRASA,Subproducto,MILANESA,6,feb,56.2
45696,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,6,feb,266.7
45696,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,6,feb,230.7
45696,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,5598.5
45696,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,12.5
45696,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,6,feb,5456.3
45696,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,6,feb,142.2
45696,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,6,feb,30.9
45696,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,6,feb,46.5
45696,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,77.4
45696,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,6,feb,1.7
45696,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,1018
45696,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,6,feb,35
45696,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,6,feb,967.7
45696,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,6,feb,50.3
45698,531,132000M5,DECOMISO,Subproducto,ESPALDILLA REJALADA,7,feb,24.1
45698,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,7,feb,1094.5
45698,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,7,feb,1336.2
45698,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,7,feb,12.4
45698,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,7,feb,82.6
45698,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,7,feb,241.1
45698,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,7,feb,914.6
45698,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,7,feb,914.6
45698,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,7,feb,13.8
45698,531,132000M5,DECOMISO,Subproducto,MILANESA,7,feb,19.4
45698,531,134307M1, CHAMBARETE,Subproducto,MILANESA,7,feb,1519.9
45698,101,134327M1,MILANESA,Terminado,MILANESA,7,feb,11860.9
45698,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,7,feb,15169.8
45698,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,7,feb,129.4
45698,531,134603M5,GRASA,Subproducto,MILANESA,7,feb,265.4
45698,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,7,feb,807.9
45698,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,7,feb,696.3
45698,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,7,feb,3746.3
45698,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,7,feb,101.3
45698,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,7,feb,3602.2
45698,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,7,feb,144.1
45698,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,7,feb,2088.9
45698,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,7,feb,2088.9
45698,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,7,feb,5.1
45699,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,7,feb,3593.9
45699,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,7,feb,62.7
45699,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,7,feb,3457
45699,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,7,feb,136.9
45699,531,132000M5,DECOMISO,Subproducto,MILANESA,7,feb,12.3
45699,531,134307M1, CHAMBARETE,Subproducto,MILANESA,7,feb,222.6
45699,101,134327M1,MILANESA,Terminado,MILANESA,7,feb,2418.2
45699,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,7,feb,2796.5
45699,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,7,feb,5.5
45699,531,134603M5,GRASA,Subproducto,MILANESA,7,feb,29.5
45699,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,7,feb,113.9
45699,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,7,feb,460.5
45699,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,7,feb,1020.8
45699,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,7,feb,975.2
45699,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,7,feb,2.1
45699,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,7,feb,1535.5
45699,531,132000M5,DECOMISO,Subproducto,ESPALDILLA REJALADA,7,feb,9.9
45699,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,7,feb,2419.9
45699,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,7,feb,2969.6
45699,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,7,feb,1.4
45699,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,7,feb,138.4
45699,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,7,feb,416.4
45699,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,7,feb,857.3
45699,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,7,feb,857.3
45699,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,7,feb,17.7
45699,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,7,feb,80.6
45699,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,7,feb,83.8
45699,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,7,feb,137.6
45699,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,7,feb,5.3
45700,531,132000M5,DECOMISO,Subproducto,ESPALDILLA REJALADA,7,feb,33.7
45700,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,7,feb,1505.6
45700,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,7,feb,1884.9
45700,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,7,feb,12.7
45700,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,7,feb,85.6
