Fecha,Material,Descripcion,KG MERMADOS,PROCESO
11/07/2025,134556G1,MAT PRIMA PARA CAÑA AHUMADA,69.2,REBANADO AHUMADO
11/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,391,AHUMADO
12/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,21.2,DESBARATADO DE CANALES
12/07/2025,134203I1,CUARTEO PALETA CON MANITA,17.166,DESBARATADO DE CANALES
12/07/2025,134367I1,CUARTEO PERNIL CON PATITA,4.417,DESBARATADO DE CANALES
12/07/2025,134401I1,CUARTEO PANCETA,81.039,DESBARATADO DE CANALES
12/07/2025,134504I1,CUARTEO ENTRECOAT,35.089,DESBARATADO DE CANALES
12/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,8.4,REBANADOS
12/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,22.2,REBANADOS
12/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,12.3,REBANADOS
12/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,427.2,AHUMADO
12/07/2025,134325G3,PERNIL,213.4,DESHUESE DE PERNIL
14/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,18,DESBARATADO DE CANALES
14/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,61.6,REBANADOS
14/07/2025,134372G3,MAT PRIMA MILANESA TAQUERA,104.1,REBANADOS
14/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,251.9,AHUMADO
14/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,153,REBANADO AHUMADO
14/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,88,VALOR AGREGADO
14/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.305,VALOR AGREGADO
14/07/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.052,VALOR AGREGADO
14/07/2025,134797C1,MAT PRIMA ARRACHERA DE CERDO,15.534,VALOR AGREGADO
15/07/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,39.4,DESBARATADO DE CANALES
15/07/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,11.3,REBANADOS
15/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,6.6,REBANADOS
15/07/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,0.6,REBANADOS
15/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,9,REBANADOS
15/07/2025,134797A5,MP INT RECORTE MAGRO,15.4,REBANADOS
15/07/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,174.6,DESHUESE DE PERNIL
15/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,277.3,AHUMADO
15/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,80.5,REBANADO AHUMADO
15/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,103,VALOR AGREGADO
15/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.613,VALOR AGREGADO
16/07/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,127.7,REBANADOS
16/07/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,46.5,REBANADOS
16/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,79.1,REBANADOS
16/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,38.9,REBANADOS
16/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,6.9,REBANADOS
16/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,422.6,AHUMADO
16/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,160.5,REBANADO AHUMADO
16/07/2025,134325G3,PERNIL,3.4,DESHUESE DE PERNIL
16/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,38.5,DESBARATADO DE CANALES
17/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,64.9,DESBARATADO DE CANALES
17/07/2025,134201G2,ESPALDILLA SIN HUESO,0.9,DESBARATADO DE CANALES
17/07/2025,134207G2,CABEZA DE LOMO,43.1,DESBARATADO DE CANALES
17/07/2025,134367I1,CUARTEO PERNIL CON PATITA,13.964,DESBARATADO DE CANALES
17/07/2025,134209M1,MP CABEZA DE LOMO REJALADO,0.1,REBANADOS
17/07/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,5.5,REBANADOS
17/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,28.7,REBANADOS
17/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,67.7,REBANADOS
17/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,107.6,REBANADOS
17/07/2025,134797A5,MP INT RECORTE MAGRO,15.1,REBANADOS
17/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,15.5,REBANADOS
17/07/2025,134346C1,MAT PRIMA MILANESA LEÑA,68.286,VALOR AGREGADO
17/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
17/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.337,VALOR AGREGADO
17/07/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,10.439,VALOR AGREGADO
17/07/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,63,VALOR AGREGADO
17/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,25.1,REBANADO AHUMADO
17/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,408,AHUMADO
18/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,358.6,AHUMADO
18/07/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,31.9,DESBARATADO DE CANALES
18/07/2025,134325G3,PERNIL,225.2,DESHUESE DE PERNIL
18/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,10,REBANADOS
18/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,77.3,REBANADOS
18/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,4.5,REBANADOS
18/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,62,VALOR AGREGADO
18/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.161,VALOR AGREGADO
18/07/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,7.083,VALOR AGREGADO
18/07/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,31.109,VALOR AGREGADO
18/07/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,8.335,VALOR AGREGADO
18/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,162.3,REBANADO AHUMADO
19/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,101.9,DESBARATADO DE CANALES
19/07/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,10.1,REBANADOS
19/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,13.3,REBANADOS
19/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,0.8,REBANADOS
19/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,0.5,REBANADOS
19/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,70.3,REBANADOS
19/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,12,REBANADOS
19/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,103.6,REBANADO AHUMADO
19/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,807.5,AHUMADO
19/07/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,100.6,DESHUESE DE PERNIL
21/07/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,84.9,DESBARATADO DE CANALES
21/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,14.1,REBANADOS
21/07/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,205.2,REBANADOS
21/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,0.1,REBANADOS
21/07/2025,134797A5,MP INT RECORTE MAGRO,14.5,REBANADOS
21/07/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,68.6,DESHUESE DE PERNIL
21/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
21/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.793,VALOR AGREGADO
21/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,249.4,AHUMADO
21/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,212.9,REBANADO AHUMADO
22/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,69.8,DESBARATADO DE CANALES
22/07/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,34.6,REBANADOS
22/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,9,REBANADOS
22/07/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,0.8,REBANADOS
22/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,68.2,REBANADOS
22/07/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,13.839,VALOR AGREGADO
22/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
22/07/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.967,VALOR AGREGADO
22/07/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,326.8,DESHUESE DE PERNIL
22/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,176,REBANADO AHUMADO
22/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,315.799,AHUMADO
23/07/2025,133128J1,TRIPA CALIBRADA No. 34,4.534,VALOR AGREGADO
23/07/2025,134346C1,MAT PRIMA MILANESA LEÑA,0.742,VALOR AGREGADO
23/07/2025,134359C1,MAT PRIMA MILANESA ADOBO,0.03,VALOR AGREGADO
23/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,18.416,VALOR AGREGADO
23/07/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,32,VALOR AGREGADO
23/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,172.9,REBANADO AHUMADO
23/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,415.3,AHUMADO
23/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,9.6,REBANADOS
23/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,6.6,REBANADOS
23/07/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,72.9,REBANADOS
23/07/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,101.3,REBANADOS
23/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,1.9,REBANADOS
23/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,59.6,DESBARATADO DE CANALES
23/07/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,3,DESHUESE DE PERNIL
24/07/2025,134201G2,ESPALDILLA SIN HUESO,0.3,DESBARATADO DE CANALES
24/07/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,50.5,DESHUESE DE PERNIL
24/07/2025,134346C1,MAT PRIMA MILANESA LEÑA,6.225,VALOR AGREGADO
24/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.032,VALOR AGREGADO
24/07/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,17.25,VALOR AGREGADO
24/07/2025,134207G2,CABEZA DE LOMO,80.4,REBANADOS
24/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,3.6,REBANADOS
24/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,35.5,REBANADOS
24/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,211.4,REBANADOS
24/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,21.7,REBANADOS
24/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,349,AHUMADO
24/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,100.2,REBANADO AHUMADO
25/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,16.4,DESBARATADO DE CANALES
25/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,152.9,REBANADOS
25/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,10.6,REBANADOS
25/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,51.7,REBANADOS
25/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,13.1,REBANADOS
25/07/2025,134216C1,MAT PRIMA CUBICADA,9.8,VALOR AGREGADO
25/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,145.5,VALOR AGREGADO
25/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.625,VALOR AGREGADO
25/07/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,119.7,DESHUESE DE PERNIL
25/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,398.7,AHUMADO
28/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,10,REBANADOS
28/07/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,18.5,REBANADOS
28/07/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,2.59,VALOR AGREGADO
28/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
28/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1,VALOR AGREGADO
28/07/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,2.107,VALOR AGREGADO
28/07/2025,134325G3,PERNIL,443.3,DESHUESE DE PERNIL
28/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,372.5,REBANADO AHUMADO
28/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,391.5,AHUMADO
28/07/2025,134203I1,CUARTEO PALETA CON MANITA,0.467,DESBARATADO DE CANALES
28/07/2025,134367I1,CUARTEO PERNIL CON PATITA,4.429,DESBARATADO DE CANALES
28/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,23.6,DESBARATADO DE CANALES
29/07/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,60.4,DESBARATADO DE CANALES
29/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,13.3,REBANADOS
29/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,2.8,REBANADOS
29/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,21,REBANADOS
29/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,266.8,REBANADOS
29/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,126,VALOR AGREGADO
29/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,3.742,VALOR AGREGADO
29/07/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.119,VALOR AGREGADO
29/07/2025,139405C1,MAT PRIMA RTE 80/20 MOLIDA DE LONGANIZA,7.651,VALOR AGREGADO
29/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,168.5,REBANADO AHUMADO
29/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,426.6,AHUMADO
30/07/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,102,DESBARATADO DE CANALES
30/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,27.7,REBANADOS
30/07/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,29.2,REBANADOS
30/07/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,43.5,REBANADOS
30/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,18,REBANADOS
30/07/2025,134372G3,MAT PRIMA MILANESA TAQUERA,160.4,REBANADOS
30/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,28.5,VALOR AGREGADO
30/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.792,VALOR AGREGADO
30/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,139.7,REBANADO AHUMADO
30/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,452.7,AHUMADO
31/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,464.6,AHUMADO
31/07/2025,134207G2,CABEZA DE LOMO,42.1,REBANADOS
31/07/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,8,REBANADOS
31/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,12.7,REBANADOS
31/07/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,36.7,REBANADOS
31/07/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,4.7,REBANADOS
31/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,402.2,REBANADOS
31/07/2025,134346C1,MAT PRIMA MILANESA LEÑA,5.739,VALOR AGREGADO
31/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
31/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,3.886,VALOR AGREGADO
31/07/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,3.026,VALOR AGREGADO
31/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,119.1,DESBARATADO DE CANALES
31/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,176.7,REBANADO AHUMADO
01/08/2025,134201G2,ESPALDILLA SIN HUESO,0.7,DESBARATADO DE CANALES
01/08/2025,134207G2,CABEZA DE LOMO,0.3,DESBARATADO DE CANALES
01/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,3.7,REBANADOS
01/08/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,63,REBANADOS
01/08/2025,134372G1,MAT PRIMA MILANESA TAQUERA,89.9,REBANADOS
01/08/2025,134798C1,MAT PRIMA RECORTE MAGRO,17.1,REBANADOS
01/08/2025,134216C1,MAT PRIMA CUBICADA,25.667,VALOR AGREGADO
01/08/2025,134359C1,MAT PRIMA MILANESA ADOBO,10.325,VALOR AGREGADO
01/08/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,7.766,VALOR AGREGADO
01/08/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,3.572,VALOR AGREGADO
01/08/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,4.722,VALOR AGREGADO
01/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,111.8,REBANADO AHUMADO
01/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,567.3,AHUMADO
02/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,322.2,AHUMADO
02/08/2025,134548C1,MAT PRIMA ENTRECOAT PARA INYECCION,137.877,INYECCIÓN
02/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,7.4,REBANADOS
04/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,789.7,AHUMADO
04/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,188.7,REBANADO AHUMADO
04/08/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,19.519,VALOR AGREGADO
04/08/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,17.228,VALOR AGREGADO
04/08/2025,139405C1,MAT PRIMA RTE 80/20 MOLIDA DE LONGANIZA,0.635,VALOR AGREGADO
04/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,5.4,REBANADOS
04/08/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,0.5,REBANADOS
04/08/2025,134372G1,MAT PRIMA MILANESA TAQUERA,76.5,REBANADOS
04/08/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,116.1,DESHUESE DE PERNIL
04/08/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,112.9,DESBARATADO DE CANALES
04/08/2025,134203I1,CUARTEO PALETA CON MANITA,1.748,DESBARATADO DE CANALES
04/08/2025,134367I1,CUARTEO PERNIL CON PATITA,2.586,DESBARATADO DE CANALES
05/08/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,63.8,DESBARATADO DE CANALES
05/08/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,103.3,REBANADOS
05/08/2025,134372G1,MAT PRIMA MILANESA TAQUERA,91.7,REBANADOS
05/08/2025,134798C1,MAT PRIMA RECORTE MAGRO,5.7,REBANADOS
05/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,163.5,REBANADO AHUMADO
05/08/2025,133128J1,TRIPA CALIBRADA No. 34,8.819,VALOR AGREGADO
05/08/2025,134346C1,MAT PRIMA MILANESA LEÑA,14.236,VALOR AGREGADO
05/08/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,16.948,VALOR AGREGADO
06/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,6.5,REBANADOS
06/08/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,17.7,REBANADOS
06/08/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,24.1,REBANADOS
06/08/2025,134372G3,MAT PRIMA MILANESA TAQUERA,13.5,REBANADOS
06/08/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,61.5,DESBARATADO DE CANALES
06/08/2025,134325G3,PERNIL,178.8,DESHUESE DE PERNIL
06/08/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,41.568,VALOR AGREGADO
06/08/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.658,VALOR AGREGADO
06/08/2025,139405C1,MAT PRIMA RTE 80/20 MOLIDA DE LONGANIZA,2.696,VALOR AGREGADO
06/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,142.7,REBANADO AHUMADO
06/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,240.5,AHUMADO
07/08/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,37.2,DESBARATADO DE CANALES
07/08/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,47.2,DESBARATADO DE CANALES
07/08/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,190.2,DESHUESE DE PERNIL
07/08/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,6.9,REBANADOS
07/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,10.1,REBANADOS
07/08/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,95,VALOR AGREGADO
07/08/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.434,VALOR AGREGADO
07/08/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.879,VALOR AGREGADO
07/08/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,14.317,VALOR AGREGADO
07/08/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,39.55,VALOR AGREGADO
07/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,318.6,AHUMADO
07/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,118.4,REBANADO AHUMADO
08/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,187.1,REBANADO AHUMADO
08/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,554.6,AHUMADO
08/08/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,3.2,REBANADOS
08/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,18.7,REBANADOS
08/08/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,63,REBANADOS
08/08/2025,134798C1,MAT PRIMA RECORTE MAGRO,18.8,REBANADOS
08/08/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,50.8,DESBARATADO DE CANALES
08/08/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
08/08/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.956,VALOR AGREGADO
09/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,83.3,REBANADO AHUMADO
09/08/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,5.4,REBANADOS
09/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,9.5,REBANADOS
09/08/2025,134203I1,CUARTEO PALETA CON MANITA,26.588,DESBARATADO DE CANALES
09/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,801.8,AHUMADO
11/08/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,63,DESBARATADO DE CANALES
11/08/2025,134203I1,CUARTEO PALETA CON MANITA,8.568,DESBARATADO DE CANALES
11/08/2025,134367I1,CUARTEO PERNIL CON PATITA,67.114,DESBARATADO DE CANALES
11/08/2025,134325G3,PERNIL,137.35,DESHUESE DE PERNIL
11/08/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,201.05,DESHUESE DE PERNIL
11/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,11.3,REBANADOS
11/08/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,3.4,REBANADOS
11/08/2025,134372G5,MAT PRIMA MILANESA TAQUERA,136.3,REBANADOS
11/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,209.4,REBANADO AHUMADO
11/08/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
11/08/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.658,VALOR AGREGADO
12/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,257.3,AHUMADO
12/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,167.7,REBANADO AHUMADO
12/08/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,1.4,REBANADOS
12/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,25.4,REBANADOS
12/08/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.177,VALOR AGREGADO
12/08/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.031,VALOR AGREGADO
12/08/2025,134797C1,MAT PRIMA ARRACHERA DE CERDO,0.185,VALOR AGREGADO
12/08/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,68.1,DESHUESE DE PERNIL
12/08/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,29.6,DESBARATADO DE CANALES
13/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,12.4,REBANADOS
13/08/2025,134372G3,MAT PRIMA MILANESA TAQUERA,229.3,REBANADOS
13/08/2025,134325G3,PERNIL,150.5,DESHUESE DE PERNIL
13/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,276.2,AHUMADO
13/08/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,93,VALOR AGREGADO
13/08/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.049,VALOR AGREGADO
13/08/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.385,VALOR AGREGADO
13/08/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,41.9,DESBARATADO DE CANALES
14/08/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,200.9,DESBARATADO DE CANALES
