Fecha,Material,Descripcion,KG MERMADOS,PROCESO
10/06/2025,134372G1,MAT PRIMA MILANESA TAQUERA,80.6,REBANADOS
10/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,95,VALOR AGREGADO
10/06/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,3.423,VALOR AGREGADO
10/06/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,363.1,DESHUESE DE PERNIL
10/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,416,AHUMADO
10/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,125.7,REBANADO AHUMADO
11/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,140.5,REBANADO AHUMADO
11/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,639.2,AHUMADO
11/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
11/06/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.077,VALOR AGREGADO
11/06/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,33.2,VALOR AGREGADO
11/06/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,154.9,REBANADOS
11/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,17.5,REBANADOS
11/06/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,8.8,REBANADOS
11/06/2025,134798C1,MAT PRIMA RECORTE MAGRO,17.7,REBANADOS
12/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,169,REBANADO AHUMADO
12/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,12.9,REBANADOS
12/06/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,69.9,REBANADOS
12/06/2025,134372G1,MAT PRIMA MILANESA TAQUERA,140.9,REBANADOS
12/06/2025,134798C1,MAT PRIMA RECORTE MAGRO,9.2,REBANADOS
12/06/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,38.5,DESBARATADO DE CANALES
12/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,603.8,AHUMADO
12/06/2025,134312C1,MAT PRIMA MILANESA YUCATECA,0.363,VALOR AGREGADO
12/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,73,VALOR AGREGADO
12/06/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.567,VALOR AGREGADO
12/06/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.79,VALOR AGREGADO
14/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,243.6,REBANADO AHUMADO
14/06/2025,134216C1,MAT PRIMA CUBICADA,5.383,VALOR AGREGADO
14/06/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.693,VALOR AGREGADO
14/06/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,38.13,VALOR AGREGADO
14/06/2025,134201G2,ESPALDILLA SIN HUESO,6.5,DESBARATADO DE CANALES
14/06/2025,134203I1,CUARTEO PALETA CON MANITA,40.681,DESBARATADO DE CANALES
14/06/2025,134207G2,CABEZA DE LOMO,15.8,DESBARATADO DE CANALES
14/06/2025,134207G2,CABEZA DE LOMO,102.3,REBANADOS
14/06/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,48.9,REBANADOS
14/06/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,37,REBANADOS
14/06/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,97.1,REBANADOS
14/06/2025,134372G1,MAT PRIMA MILANESA TAQUERA,3.1,REBANADOS
14/06/2025,134797A5,MP INT RECORTE MAGRO,23,REBANADOS
14/06/2025,134798C1,MAT PRIMA RECORTE MAGRO,33,REBANADOS
14/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,1795.5,AHUMADO
13/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,63.5,REBANADOS
13/06/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,5.7,REBANADOS
16/06/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,6.5,REBANADOS
16/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,30.9,REBANADOS
16/06/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,458.1,REBANADOS
16/06/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,2.6,REBANADOS
16/06/2025,134372G5,MAT PRIMA MILANESA TAQUERA,180,REBANADOS
16/06/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,66.1,DESBARATADO DE CANALES
16/06/2025,134203I1,CUARTEO PALETA CON MANITA,6.346,DESBARATADO DE CANALES
16/06/2025,134367I1,CUARTEO PERNIL CON PATITA,4.578,DESBARATADO DE CANALES
16/06/2025,134401I1,CUARTEO PANCETA,7.244,DESBARATADO DE CANALES
16/06/2025,134504I1,CUARTEO ENTRECOAT,7.864,DESBARATADO DE CANALES
16/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,52.5,REBANADO AHUMADO
16/06/2025,133128J1,TRIPA CALIBRADA No. 34,2.768,VALOR AGREGADO
16/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
16/06/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,11.948,VALOR AGREGADO
17/06/2025,134203I1,CUARTEO PALETA CON MANITA,6.379,DESBARATADO DE CANALES
17/06/2025,134367I1,CUARTEO PERNIL CON PATITA,8.345,DESBARATADO DE CANALES
17/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,15.2,REBANADOS
17/06/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,37.7,REBANADOS
17/06/2025,134372G5,MAT PRIMA MILANESA TAQUERA,114.3,REBANADOS
17/06/2025,134797A5,MP INT RECORTE MAGRO,26,REBANADOS
17/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
17/06/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.401,VALOR AGREGADO
17/06/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,619.6,DESHUESE DE PERNIL
17/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,293.7,AHUMADO
17/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,148.3,REBANADO AHUMADO
18/06/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,61.1,DESBARATADO DE CANALES
18/06/2025,134203I1,CUARTEO PALETA CON MANITA,2.55,DESBARATADO DE CANALES
18/06/2025,134605M1,MP UNTO,1.703,DESBARATADO DE CANALES
18/06/2025,134325G3,PERNIL,115.6,DESHUESE DE PERNIL
18/06/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,10.1,REBANADOS
18/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,51.9,REBANADOS
18/06/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,14.5,REBANADOS
18/06/2025,134372G3,MAT PRIMA MILANESA TAQUERA,40.8,REBANADOS
18/06/2025,134798C1,MAT PRIMA RECORTE MAGRO,2.9,REBANADOS
18/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,74,VALOR AGREGADO
18/06/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.948,VALOR AGREGADO
18/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,250.8,REBANADO AHUMADO
18/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,459.3,AHUMADO
19/06/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,48.6,DESBARATADO DE CANALES
19/06/2025,134201G2,ESPALDILLA SIN HUESO,44.1,DESBARATADO DE CANALES
19/06/2025,134203I1,CUARTEO PALETA CON MANITA,25.621,DESBARATADO DE CANALES
19/06/2025,134207G2,CABEZA DE LOMO,6.3,DESBARATADO DE CANALES
19/06/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,58.7,REBANADOS
19/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,82.4,REBANADOS
19/06/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,38.5,REBANADOS
19/06/2025,134372G1,MAT PRIMA MILANESA TAQUERA,41.5,REBANADOS
19/06/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,107.8,DESHUESE DE PERNIL
19/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,234.5,REBANADO AHUMADO
19/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,284.6,AHUMADO
19/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
19/06/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.582,VALOR AGREGADO
20/06/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,10,DESBARATADO DE CANALES
20/06/2025,134207G2,CABEZA DE LOMO,29.5,REBANADOS
20/06/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,135.4,REBANADOS
20/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,13,REBANADOS
20/06/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,6.5,REBANADOS
20/06/2025,134372G1,MAT PRIMA MILANESA TAQUERA,156.4,REBANADOS
20/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,52.5,VALOR AGREGADO
20/06/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,3.589,VALOR AGREGADO
20/06/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.246,VALOR AGREGADO
20/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,260.6,AHUMADO
20/06/2025,134325G3,PERNIL,343.5,DESHUESE DE PERNIL
21/06/2025,133128J1,TRIPA CALIBRADA No. 34,1.005,VALOR AGREGADO
21/06/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,21.277,VALOR AGREGADO
21/06/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,55.335,VALOR AGREGADO
21/06/2025,134367I1,CUARTEO PERNIL CON PATITA,58.39,DESBARATADO DE CANALES
21/06/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,8.9,REBANADOS
21/06/2025,134372G5,MAT PRIMA MILANESA TAQUERA,10.2,REBANADOS
21/06/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,107.8,DESHUESE DE PERNIL
21/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,301,AHUMADO
23/06/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,2.152,VALOR AGREGADO
23/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,99.5,VALOR AGREGADO
23/06/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.514,VALOR AGREGADO
23/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,410.3,AHUMADO
23/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,154.5,REBANADO AHUMADO
23/06/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,2.1,DESHUESE DE PERNIL
23/06/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,9.6,DESBARATADO DE CANALES
23/06/2025,134367I1,CUARTEO PERNIL CON PATITA,82.821,DESBARATADO DE CANALES
23/06/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,1.4,REBANADOS
23/06/2025,134372G5,MAT PRIMA MILANESA TAQUERA,140,REBANADOS
24/06/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,19.5,DESBARATADO DE CANALES
24/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,9,REBANADOS
24/06/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,1.2,REBANADOS
24/06/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,126.2,REBANADOS
24/06/2025,134372G1,MAT PRIMA MILANESA TAQUERA,58.2,REBANADOS
24/06/2025,134798C1,MAT PRIMA RECORTE MAGRO,1.6,REBANADOS
24/06/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,13.165,VALOR AGREGADO
24/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
24/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,525.1,AHUMADO
24/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,110,REBANADO AHUMADO
24/06/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,18.9,DESHUESE DE PERNIL
25/06/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,60.4,DESBARATADO DE CANALES
25/06/2025,134203I1,CUARTEO PALETA CON MANITA,16.123,DESBARATADO DE CANALES
25/06/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,42,REBANADOS
25/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,32.1,REBANADOS
25/06/2025,134372G1,MAT PRIMA MILANESA TAQUERA,63.3,REBANADOS
25/06/2025,134372G3,MAT PRIMA MILANESA TAQUERA,64,REBANADOS
25/06/2025,134798C1,MAT PRIMA RECORTE MAGRO,12.8,REBANADOS
25/06/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,35.944,VALOR AGREGADO
25/06/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1,VALOR AGREGADO
25/06/2025,134325G3,PERNIL,87.2,DESHUESE DE PERNIL
25/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,252.6,AHUMADO
25/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,248.4,REBANADO AHUMADO
26/06/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,15.3,DESBARATADO DE CANALES
26/06/2025,134207G2,CABEZA DE LOMO,13.1,DESBARATADO DE CANALES
26/06/2025,134367I1,CUARTEO PERNIL CON PATITA,42.385,DESBARATADO DE CANALES
26/06/2025,134367I1,CUARTEO PERNIL CON PATITA,42.385,DESBARATADO DE CANALES
26/06/2025,134504I1,CUARTEO ENTRECOAT,10.695,DESBARATADO DE CANALES
26/06/2025,134207G2,CABEZA DE LOMO,71.8,REBANADOS
26/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,22.8,REBANADOS
26/06/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,2.2,REBANADOS
26/06/2025,134372G1,MAT PRIMA MILANESA TAQUERA,157.2,REBANADOS
26/06/2025,134372G5,MAT PRIMA MILANESA TAQUERA,9.3,REBANADOS
26/06/2025,134797A5,MP INT RECORTE MAGRO,38.3,REBANADOS
26/06/2025,134798C1,MAT PRIMA RECORTE MAGRO,3.6,REBANADOS
26/06/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,81.2,VALOR AGREGADO
26/06/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.8,VALOR AGREGADO
26/06/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,43,VALOR AGREGADO
26/06/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,71.2,DESHUESE DE PERNIL
26/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,475.7,AHUMADO
26/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,109.7,REBANADO AHUMADO
27/06/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,97.6,DESBARATADO DE CANALES
27/06/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,6,REBANADOS
27/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,1.6,REBANADOS
27/06/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,8.8,REBANADOS
27/06/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,2.2,REBANADOS
27/06/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.396,VALOR AGREGADO
27/06/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,30.583,VALOR AGREGADO
27/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,233.2,AHUMADO
27/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,12.7,REBANADO AHUMADO
28/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,12.8,REBANADOS
28/06/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,67.7,REBANADOS
28/06/2025,134798C1,MAT PRIMA RECORTE MAGRO,4.6,REBANADOS
28/06/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,274.5,DESHUESE DE PERNIL
28/06/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,60.6,DESBARATADO DE CANALES
28/06/2025,134367I1,CUARTEO PERNIL CON PATITA,89.244,DESBARATADO DE CANALES
30/06/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,309.3,AHUMADO
30/06/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,36.7,DESBARATADO DE CANALES
30/06/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,50.2,REBANADOS
30/06/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,11.5,REBANADOS
30/06/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,28.3,REBANADOS
30/06/2025,134372G5,MAT PRIMA MILANESA TAQUERA,112.1,REBANADOS
30/06/2025,134798C1,MAT PRIMA RECORTE MAGRO,9.6,REBANADOS
30/06/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,5.002,VALOR AGREGADO
30/06/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.244,VALOR AGREGADO
30/06/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,164,REBANADO AHUMADO
01/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,62.6,DESBARATADO DE CANALES
01/07/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,31.9,REBANADOS
01/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,4.6,REBANADOS
01/07/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,6.5,REBANADOS
01/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,120.8,REBANADOS
01/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
01/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,642,AHUMADO
01/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,143.9,REBANADO AHUMADO
02/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,146.4,REBANADO AHUMADO
02/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,761.3,AHUMADO
02/07/2025,134325G3,PERNIL,394.1,DESHUESE DE PERNIL
02/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,6.6,REBANADOS
02/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,88.2,REBANADOS
02/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,93.2,REBANADOS
02/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,13.9,REBANADOS
02/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
02/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.692,VALOR AGREGADO
02/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,41.5,DESBARATADO DE CANALES
02/07/2025,134203I1,CUARTEO PALETA CON MANITA,8.612,DESBARATADO DE CANALES
02/07/2025,134367I1,CUARTEO PERNIL CON PATITA,8.724,DESBARATADO DE CANALES
02/07/2025,134401I1,CUARTEO PANCETA,19.355,DESBARATADO DE CANALES
03/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,78.4,DESBARATADO DE CANALES
03/07/2025,134207G2,CABEZA DE LOMO,8.6,DESBARATADO DE CANALES
03/07/2025,134207G2,CABEZA DE LOMO,79.2,REBANADOS
03/07/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,12.7,REBANADOS
03/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,26.2,REBANADOS
03/07/2025,134797A5,MP INT RECORTE MAGRO,33.1,REBANADOS
03/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,89,VALOR AGREGADO
03/07/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.065,VALOR AGREGADO
03/07/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,2.47,VALOR AGREGADO
03/07/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,6.244,VALOR AGREGADO
03/07/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,86.65,VALOR AGREGADO
03/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,523,AHUMADO
03/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,132.9,REBANADO AHUMADO
04/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,63.9,DESBARATADO DE CANALES
04/07/2025,134203I1,CUARTEO PALETA CON MANITA,20.342,DESBARATADO DE CANALES
04/07/2025,134504I1,CUARTEO ENTRECOAT,6.534,DESBARATADO DE CANALES
04/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,4.7,REBANADOS
04/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,12.7,REBANADOS
04/07/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,28.9,REBANADOS
04/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,61.3,REBANADOS
04/07/2025,134372G3,MAT PRIMA MILANESA TAQUERA,51.5,REBANADOS
04/07/2025,134797C1,MAT PRIMA ARRACHERA DE CERDO,85.3,REBANADOS
04/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,27.8,REBANADOS
04/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,98.5,VALOR AGREGADO
04/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,4.012,VALOR AGREGADO
04/07/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,46.126,VALOR AGREGADO
04/07/2025,134325G3,PERNIL,73.3,DESHUESE DE PERNIL
04/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,56.7,AHUMADO
04/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,61.1,REBANADO AHUMADO
05/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,66.4,REBANADOS
05/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,63.2,REBANADOS
05/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,204.2,REBANADOS
05/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,36.2,REBANADOS
05/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,49.8,DESBARATADO DE CANALES
07/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,404.1,AHUMADO
07/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,100.2,REBANADO AHUMADO
07/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,404.1,AHUMADO
07/07/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,64.1,REBANADOS
07/07/2025,134372G3,MAT PRIMA MILANESA TAQUERA,75.4,REBANADOS
07/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,41.2,REBANADOS
07/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,125.3,DESBARATADO DE CANALES
07/07/2025,134203I1,CUARTEO PALETA CON MANITA,0.003,DESBARATADO DE CANALES
07/07/2025,134367I1,CUARTEO PERNIL CON PATITA,19.924,DESBARATADO DE CANALES
07/07/2025,134325G3,PERNIL,117.4,DESHUESE DE PERNIL
07/07/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,29.5,DESHUESE DE PERNIL
08/07/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,56.5,REBANADOS
08/07/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,1.7,REBANADOS
08/07/2025,134372G1,MAT PRIMA MILANESA TAQUERA,84.9,REBANADOS
08/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,1.4,REBANADOS
08/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,0.5,REBANADOS
08/07/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,398.9,DESHUESE DE PERNIL
08/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,306.2,AHUMADO
08/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,132.4,REBANADO AHUMADO
08/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,14.5,VALOR AGREGADO
08/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,9.947,VALOR AGREGADO
08/07/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,53.3,DESBARATADO DE CANALES
09/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,174.1,REBANADO AHUMADO
09/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,509.3,AHUMADO
09/07/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.846,VALOR AGREGADO
09/07/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,33.933,VALOR AGREGADO
09/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,4.2,REBANADOS
09/07/2025,134325G3,PERNIL,146.9,DESHUESE DE PERNIL
09/07/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,32.1,DESBARATADO DE CANALES
09/07/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,21,DESBARATADO DE CANALES
10/07/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,217,AHUMADO
10/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
10/07/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.147,VALOR AGREGADO
10/07/2025,134384G1,MAT PRIMA PIERNA AHUMADA,186.2,REBANADO AHUMADO
10/07/2025,134207G2,CABEZA DE LOMO,76.9,REBANADOS
10/07/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,131.5,REBANADOS
10/07/2025,134372G5,MAT PRIMA MILANESA TAQUERA,168,REBANADOS
10/07/2025,134798C1,MAT PRIMA RECORTE MAGRO,25.9,REBANADOS
10/07/2025,134201G2,ESPALDILLA SIN HUESO,0.6,DESBARATADO DE CANALES
10/07/2025,134207G2,CABEZA DE LOMO,6.7,DESBARATADO DE CANALES
11/07/2025,134201G2,ESPALDILLA SIN HUESO,4.5,DESBARATADO DE CANALES
11/07/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,15.5,REBANADOS
11/07/2025,134372G3,MAT PRIMA MILANESA TAQUERA,171.1,REBANADOS
11/07/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,96.8,VALOR AGREGADO
11/07/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.152,VALOR AGREGADO
11/07/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,6.317,VALOR AGREGADO
11/07/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,168.8,REBANADO AHUMADO
